#,Job_ID,WeatherFile,ModelFile,@@P1_Wall_R@@,@@P2_Roof_R@@,@@P3_Roof_Abs@@,@@P4_U@@,@@P4_SHGC@@,@@P4_VT@@,@@P5_COP@@,@@P6_ClgSetp@@,@@P7_LPD@@,Message,Warnings,Errors,Hours,Minutes,Seconds,Scenario,Total_Site_Energy_GJ,EUI_MJ_m2,Electricity_EndUse_GJ,NaturalGas_EndUse_GJ,P8_PV_kW,P9_BESS_kWh,Net_EUI_kWh_m2,LCE_tCO2_m2,LCC_USD_m2
55,LHS-000055,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.943887387,0.45,1.5,0.15,0.2,3.9,25.5,5.3,EnergyPlus Completed Successfully,7919280,13,0,1,56.72,1_Baseline,1885.57,378.46,136416.27,9343.01,90,60,78.03022659351441,3.3969787888398226,1128.766692022579
56,LHS-000056,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.23,2.86184304,0.219,0.2409,4.15,26.0,4.0,EnergyPlus Completed Successfully,8722919,14,0,1,53.21,1_Baseline,1789.99,359.28,124666.4,9344.4,0,30,99.79999999999998,4.323521999999999,1443.6830543974925
57,LHS-000057,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.318887387,0.45,2.86184304,0.219,0.2409,3.399288815,25.0,5.3,EnergyPlus Completed Successfully,7571028,10,0,1,53.47,1_Baseline,2053.96,412.26,156731.99,9342.87,120,150,78.38659842098221,3.4144710517864314,1133.9218820865062
58,LHS-000058,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.23,1.5,0.15,0.2,4.15,24.0,5.3,EnergyPlus Completed Successfully,7071231,12,0,1,49.49,1_Baseline,1863.14,373.96,139057.9,9347.82,60,30,85.81274365493553,3.729375525893215,1241.3467321241123
59,LHS-000059,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,5.568887387,0.37,1.5,0.15,0.2,3.65,24.0,6.0,EnergyPlus Completed Successfully,7112152,13,0,1,35.43,1_Baseline,1962.77,393.96,147348.65,9347.81,150,90,64.27074802622775,2.8132643147330385,929.7253488869353
60,LHS-000060,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.943887387,0.37,1.5,0.15,0.2,4.15,26.0,5.3,EnergyPlus Completed Successfully,8641682,13,0,1,59.13,1_Baseline,1858.85,373.1,131750.12,9345.12,90,150,76.54133770462553,3.3356887888398234,1107.2287796100582
61,LHS-000061,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.568887387,0.37,1.5,0.13,0.17,3.399288815,25.5,6.66362,EnergyPlus Completed Successfully,7750688,6,0,1,52.02,1_Baseline,2011.39,403.72,146644.51,9343.4,90,30,85.0468932601811,3.6926227888398233,1230.2681225338258
62,LHS-000062,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.318887387,0.23,1.5,0.13,0.17,3.399288815,26.0,5.3,EnergyPlus Completed Successfully,8428795,4,0,2,1.92,1_Baseline,1948.26,391.05,137760.81,9343.56,60,30,90.55996587715777,3.9339115258932154,1310.0189192752293
63,LHS-000063,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.943887387,0.45,1.5,0.17,0.24,3.65,25.0,4.6,EnergyPlus Completed Successfully,7179718,17,0,1,44.22,1_Baseline,1897.26,380.81,140050.72,9345.33,30,150,96.74803849413443,4.201381262946607,1399.5341054126072
64,LHS-000064,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.318887387,0.3,1.5,0.13,0.17,4.15,24.0,6.0,EnergyPlus Completed Successfully,7070631,0,0,1,20.99,1_Baseline,1871.03,375.54,139024.26,9345.69,120,120,68.1865984209822,2.9777420517864313,986.3711089917723
65,LHS-000065,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.318887387,0.23,1.5,0.15,0.2,4.4,24.5,5.3,EnergyPlus Completed Successfully,6693832,15,0,1,40.66,1_Baseline,1811.02,363.5,135385.51,9346.11,60,150,82.90718809937998,3.606330525893215,1199.3156567817673
66,LHS-000066,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.818887387,0.37,2.86184304,0.219,0.2409,4.15,24.5,4.6,EnergyPlus Completed Successfully,6830032,15,0,1,40.33,1_Baseline,1852.4,371.8,140995.33,9346.61,120,90,67.1477095320933,2.92991205178643,971.342789509901
67,LHS-000067,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.193887387,0.45,1.5,0.15,0.2,3.399288815,24.0,4.6,EnergyPlus Completed Successfully,7111673,15,0,1,36.08,1_Baseline,1977.4,396.89,149922.08,9347.04,120,90,74.11715397653776,3.2339500517864312,1072.1611145901534
68,LHS-000068,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.318887387,0.23,1.5,0.17,0.24,4.15,26.0,6.66362,EnergyPlus Completed Successfully,8559473,12,0,1,54.22,1_Baseline,1882.58,377.86,131714.73,9343.5,60,30,86.89607698826887,3.7673315258932147,1257.017974364566
69,LHS-000069,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.568887387,0.3,1.5,0.15,0.2,4.4,25.5,6.66362,EnergyPlus Completed Successfully,8021878,0,0,1,46.84,1_Baseline,1880.79,377.5,137342.97,9343.62,30,120,95.82859404969,4.1523802629466084,1386.2336408444276
70,LHS-000070,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.3,1.5,0.13,0.17,3.65,24.0,5.3,EnergyPlus Completed Successfully,7071953,12,0,1,43.24,1_Baseline,1922.98,385.97,143881.66,9348.24,90,0,80.11633770462554,3.4879877888398227,1158.9438790035554
71,LHS-000071,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.318887387,0.3,1.5,0.13,0.17,3.399288815,25.0,5.3,EnergyPlus Completed Successfully,7143961,0,0,1,25.86,1_Baseline,1968.34,395.08,147714.47,9343.33,0,0,109.74444444444444,4.754010999999999,1587.5370216303756
72,LHS-000072,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.318887387,0.45,2.86184304,0.219,0.2409,4.4,26.0,6.0,EnergyPlus Completed Successfully,8821561,15,0,1,58.47,1_Baseline,1887.85,378.92,135951.24,9343.58,30,150,96.22303849413444,4.173265262946607,1391.9395803268492
73,LHS-000073,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.568887387,0.45,1.6,0.19,0.27,3.65,25.0,6.66362,EnergyPlus Completed Successfully,7420195,12,0,1,47.02,1_Baseline,2004.02,402.24,149256.69,9344.6,30,150,102.70081627191222,4.450332262946607,1485.64557239028
74,LHS-000074,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.193887387,0.45,1.6,0.19,0.27,3.65,26.0,4.6,EnergyPlus Completed Successfully,8536809,13,0,1,59.13,1_Baseline,1894.8,380.31,132418.15,9344.92,90,120,78.54411548240331,3.422866788839823,1136.2004864186915
75,LHS-000075,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.3,1.5,0.15,0.2,4.15,25.5,4.0,EnergyPlus Completed Successfully,7907410,12,0,1,51.29,1_Baseline,1775.03,356.28,126524.45,9342.75,0,90,98.96666666666665,4.29238,1431.6282526740667
76,LHS-000076,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.318887387,0.45,1.5,0.17,0.24,4.15,24.0,6.0,EnergyPlus Completed Successfully,7120912,12,0,1,43.86,1_Baseline,1883.34,378.01,139633.55,9346.76,90,120,77.90522659351441,3.393908788839822,1126.9584717640648
77,LHS-000077,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.193887387,0.45,1.5,0.15,0.2,3.399288815,25.5,4.0,EnergyPlus Completed Successfully,7869741,12,0,1,49.93,1_Baseline,1914.74,384.32,138396.24,9343.37,90,120,79.6580043712922,3.470264788839823,1152.3137380556707
78,LHS-000078,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.318887387,0.37,1.6,0.19,0.27,4.4,24.0,5.3,EnergyPlus Completed Successfully,7164831,14,0,1,43.51,1_Baseline,1849.61,371.25,138114.82,9347.99,60,120,85.05996587715777,3.6984905258932153,1230.4572279006177
79,LHS-000079,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.23,1.5,0.15,0.2,4.4,26.0,5.3,EnergyPlus Completed Successfully,8447637,15,0,2,2.28,1_Baseline,1764.72,354.21,121080.91,9344.25,0,150,98.39166666666665,4.269961999999999,1423.310439484903
80,LHS-000080,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.818887387,0.45,1.5,0.13,0.17,3.399288815,25.5,6.0,EnergyPlus Completed Successfully,7887841,0,0,1,36.88,1_Baseline,2044.91,410.44,151641.7,9342.89,150,0,68.84852580400553,3.007836314733039,995.9463930209549
81,LHS-000081,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.23,1.5,0.13,0.17,3.9,25.5,6.66362,EnergyPlus Completed Successfully,7777678,14,0,1,52.83,1_Baseline,1921.18,385.61,139287.64,9343.83,150,120,61.951303581783314,2.705446314733039,896.1728174233995
82,LHS-000082,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.943887387,0.23,1.6,0.19,0.27,3.399288815,25.0,5.3,EnergyPlus Completed Successfully,7323115,15,0,1,49.49,1_Baseline,2004.87,402.41,150959.34,9344.46,60,150,93.71552143271333,4.074064525893216,1355.6664351346026
83,LHS-000083,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,5.568887387,0.23,1.6,0.19,0.27,3.9,25.5,6.66362,EnergyPlus Completed Successfully,7889996,8,0,1,52.99,1_Baseline,1932.21,387.82,139219.49,9342.76,60,0,89.66274365493554,3.8876385258932156,1297.039916086341
84,LHS-000084,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.193887387,0.45,1.6,0.19,0.27,3.399288815,26.0,5.3,EnergyPlus Completed Successfully,8588764,13,0,2,3.74,1_Baseline,1992.2,399.87,140346.81,9345.04,60,90,93.00996587715777,4.042660525893215,1345.4600363421018
85,LHS-000085,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.193887387,0.45,2.86184304,0.219,0.2409,4.4,24.5,4.0,EnergyPlus Completed Successfully,6815152,14,0,1,39.91,1_Baseline,1782.52,357.78,134317.99,9346.5,30,90,90.35081627191221,3.9199652629466066,1306.9934108491075
86,LHS-000086,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.193887387,0.3,2.86184304,0.219,0.2409,4.4,25.0,6.0,EnergyPlus Completed Successfully,7412272,13,0,1,46.56,1_Baseline,1853.18,371.96,137627.12,9342.28,0,150,103.32222222222221,4.478609999999999,1494.6346830151733
87,LHS-000087,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.568887387,0.45,1.6,0.19,0.27,3.399288815,25.0,6.0,EnergyPlus Completed Successfully,7615312,11,0,1,49.33,1_Baseline,2089.26,419.35,159048.74,9344.97,150,60,71.32352580400553,3.115531314733039,1031.7491541395298
88,LHS-000088,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.318887387,0.23,1.5,0.15,0.2,3.65,24.0,6.66362,EnergyPlus Completed Successfully,7134111,0,0,1,26.67,1_Baseline,2055.96,412.66,159675.77,9347.65,120,30,78.49770953209332,3.4119810517864315,1135.529188982963
89,LHS-000089,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.193887387,0.3,1.6,0.19,0.27,3.65,25.0,6.66362,EnergyPlus Completed Successfully,7575952,13,0,1,49.82,1_Baseline,2048.35,411.14,155219.87,9344.47,120,0,78.07548730987108,3.394259051786431,1129.4214227764269
90,LHS-000090,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.23,1.5,0.13,0.17,3.399288815,25.0,4.0,EnergyPlus Completed Successfully,7003563,13,0,1,43.65,1_Baseline,1892.12,379.78,139650.18,9344.59,150,60,60.33185913733886,2.642808314733039,872.746319407542
91,LHS-000091,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.193887387,0.23,1.5,0.13,0.17,3.65,25.5,4.6,EnergyPlus Completed Successfully,7778158,14,0,1,48.05,1_Baseline,1850.34,371.39,132172.57,9343.1,150,120,58.0013035817833,2.5437373147330384,839.0330572543602
92,LHS-000092,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.318887387,0.23,1.5,0.17,0.24,3.399288815,24.0,4.6,EnergyPlus Completed Successfully,7158591,8,0,1,39.77,1_Baseline,2038.57,409.17,159739.57,9347.64,120,30,77.52826508764886,3.378401051786431,1121.505436311377
93,LHS-000093,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.943887387,0.23,2.86184304,0.219,0.2409,4.4,26.0,6.66362,EnergyPlus Completed Successfully,8811230,0,0,1,48.17,1_Baseline,1883.83,378.11,133951.74,9345.35,30,60,95.99803849413443,4.153648262946607,1388.6847838615245
94,LHS-000094,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.943887387,0.37,1.5,0.13,0.17,3.399288815,25.0,6.0,EnergyPlus Completed Successfully,7189678,0,0,1,24.41,1_Baseline,1987.29,398.88,148625.62,9342.51,30,120,101.76748293857888,4.4178712629466075,1472.1441944600435
95,LHS-000095,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.193887387,0.37,1.6,0.19,0.27,4.4,24.5,4.6,EnergyPlus Completed Successfully,6726113,12,0,1,34.28,1_Baseline,1784.62,358.2,132151.07,9343.37,120,0,63.36993175431554,2.768001051786431,916.6943550303702
96,LHS-000096,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.193887387,0.45,1.5,0.17,0.24,4.4,25.5,4.0,EnergyPlus Completed Successfully,7919183,13,0,1,57.79,1_Baseline,1726.32,346.5,122082.77,9342.74,120,60,60.11993175431554,2.6291520517864315,869.680628309009
97,LHS-000097,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.23,1.5,0.17,0.24,3.9,26.0,4.0,EnergyPlus Completed Successfully,8538008,12,0,1,53.91,1_Baseline,1819.95,365.29,126600.13,9343.05,90,0,74.3718932601811,3.2382007888398228,1075.846112456739
98,LHS-000098,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.568887387,0.37,2.86184304,0.219,0.2409,3.9,24.5,4.6,EnergyPlus Completed Successfully,7044948,14,0,1,52.33,1_Baseline,1943.76,390.14,151111.96,9342.88,0,60,108.37222222222222,4.693054999999999,1567.6867814591342
99,LHS-000099,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.943887387,0.23,1.5,0.13,0.17,3.65,26.0,6.0,EnergyPlus Completed Successfully,8438875,15,0,1,56.25,1_Baseline,1924.1,386.2,135456.42,9342.3,60,30,89.21274365493554,3.8761645258932154,1290.5303231556904
100,LHS-000100,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.568887387,0.3,1.6,0.19,0.27,3.9,25.0,4.0,EnergyPlus Completed Successfully,7274159,0,0,1,36.84,1_Baseline,1832.34,367.78,135000.87,9343.51,0,30,102.1611111111111,4.4285169999999985,1477.8383259472
101,LHS-000101,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.568887387,0.23,1.6,0.19,0.27,4.15,24.5,6.0,EnergyPlus Completed Successfully,6731153,11,0,1,45.1,1_Baseline,1885.45,378.44,140806.35,9344.17,120,0,68.99215397653776,3.0100670517864314,998.0240839910839
102,LHS-000102,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.318887387,0.3,2.86184304,0.219,0.2409,3.9,25.0,6.0,EnergyPlus Completed Successfully,7597308,14,0,1,55.64,1_Baseline,1961.13,393.63,148285.74,9344.97,0,150,109.34166666666667,4.7365699999999995,1581.7105341307201
103,LHS-000103,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.193887387,0.37,2.86184304,0.219,0.2409,3.399288815,24.0,6.66362,EnergyPlus Completed Successfully,7140591,0,0,1,23.52,1_Baseline,2110.99,423.71,164467.17,9347.4,90,0,90.59967103795886,3.928215788839822,1310.5932846842536
104,LHS-000104,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.943887387,0.37,2.86184304,0.219,0.2409,3.65,26.0,6.0,EnergyPlus Completed Successfully,8708402,16,0,2,6.71,1_Baseline,1992.92,400.01,142636.95,9345.28,120,30,74.98382064320441,3.2653950517864305,1084.6981083825162
105,LHS-000105,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.23,1.5,0.17,0.24,4.15,25.0,4.6,EnergyPlus Completed Successfully,7278358,18,0,1,46.78,1_Baseline,1820.58,365.42,134602.89,9342.71,30,150,92.47303849413444,4.017465262946608,1337.6929725714322
106,LHS-000106,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.943887387,0.37,1.5,0.17,0.24,3.399288815,25.5,6.0,EnergyPlus Completed Successfully,8047794,13,0,1,55.99,1_Baseline,2069.76,415.43,153964.11,9343.3,90,120,88.29967103795887,3.842808788839823,1277.3220319275986
107,LHS-000107,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.193887387,0.23,1.5,0.15,0.2,3.399288815,24.0,5.3,EnergyPlus Completed Successfully,7086713,16,0,1,40.61,1_Baseline,1984.61,398.34,149773.03,9346.97,30,60,101.61748293857887,4.410596262946607,1469.9743301498265
108,LHS-000108,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.943887387,0.45,1.5,0.17,0.24,4.15,25.0,4.0,EnergyPlus Completed Successfully,7176716,14,0,1,45.73,1_Baseline,1776.98,356.67,130169.1,9343.3,120,120,62.94493175431554,2.7519870517864313,910.5464061514227
109,LHS-000109,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.943887387,0.23,1.5,0.15,0.2,3.9,25.5,4.0,EnergyPlus Completed Successfully,8035220,0,0,1,40.91,1_Baseline,1850.62,371.45,133231.56,9343.34,90,30,76.08300437129219,3.3125087888398226,1100.5986386621735
110,LHS-000110,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.943887387,0.45,1.5,0.17,0.24,3.65,25.5,5.3,EnergyPlus Completed Successfully,7878862,14,0,1,50.38,1_Baseline,1920.62,385.5,138576.12,9342.48,120,150,70.95326508764887,3.0987870517864313,1026.3930507135462
111,LHS-000111,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.45,1.5,0.13,0.17,3.399288815,26.0,4.6,EnergyPlus Completed Successfully,8362922,16,0,1,56.73,1_Baseline,1912.85,383.94,134206.12,9342.97,150,30,61.48741469289441,2.6913983147330383,889.4623111306922
112,LHS-000112,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.45,2.86184304,0.219,0.2409,3.65,24.5,5.3,EnergyPlus Completed Successfully,6841788,0,0,1,25.35,1_Baseline,1996.16,400.66,154656.65,9345.57,150,60,66.13185913733886,2.888256314733039,956.6477394025864
113,LHS-000113,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.193887387,0.45,1.6,0.19,0.27,3.399288815,25.5,4.6,EnergyPlus Completed Successfully,7980853,16,0,1,53.48,1_Baseline,1973.1,396.03,143207.21,9342.56,90,150,82.91078214906997,3.6116247888398227,1199.3676474494437
114,LHS-000114,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.568887387,0.3,1.5,0.17,0.24,3.65,24.0,6.66362,EnergyPlus Completed Successfully,7082992,0,0,1,31.43,1_Baseline,2005.3,402.49,151353.43,9347.91,150,60,66.64019247067219,2.9061233147330383,964.0011684538762
115,LHS-000115,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.943887387,0.37,1.5,0.13,0.17,4.4,25.0,4.6,EnergyPlus Completed Successfully,7108556,16,0,1,44.0,1_Baseline,1752.16,351.68,128649.1,9345.01,90,120,70.59133770462553,3.0781697888398227,1021.1574953047963
