#,Job_ID,WeatherFile,ModelFile,@@P1_Wall_R@@,@@P2_Roof_R@@,@@P3_Roof_Abs@@,@@P4_U@@,@@P4_SHGC@@,@@P4_VT@@,@@P5_COP@@,@@P6_ClgSetp@@,@@P7_LPD@@,Message,Warnings,Errors,Hours,Minutes,Seconds,Scenario,Climate_DeltaT,Total_Site_Energy_GJ,EUI_MJ_m2,Building_Area_m2,Cooling_Elec_GJ,IntLighting_Elec_GJ,IntEquip_Elec_GJ,Fans_Elec_GJ,Pumps_Elec_GJ,Electricity_EndUse_GJ,NaturalGas_EndUse_GJ,EUI_kWh_m2
176,LHS-000176,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.94388738734588,0.45,1.5,0.15,0.2,4.4,25.5,4.0,EnergyPlus Completed Successfully,8335326,14,0,3,29.54,4,2.179,1897.51,380.86,4982.19,798.31,142.14,705.43,81.79,0.15,1788.92,108.58,105.794
177,LHS-000177,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.19388738734588,0.45,1.5,0.15,0.2,4.15,24.5,4.6,EnergyPlus Completed Successfully,7157647,10,0,3,20.74,4,2.179,1990.24,399.47,4982.19,849.68,163.32,705.43,101.83,0.15,1881.53,108.72,110.964
178,LHS-000178,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.94388738734588,0.3,2.86184304,0.219,0.2409,3.65,25.0,5.3,EnergyPlus Completed Successfully,8063882,0,0,2,36.84,4,2.179,2207.29,443.04,4982.19,1043.21,186.72,705.43,101.97,0.15,2098.63,108.66,123.067
179,LHS-000179,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.31888738734588,0.3,1.5,0.15,0.2,3.9,25.0,4.6,EnergyPlus Completed Successfully,7747222,0,0,2,20.56,4,2.179,2046.04,410.67,4982.19,910.69,163.32,705.43,96.68,0.15,1937.4,108.64,114.075
180,LHS-000180,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.23,1.5,0.15,0.2,3.9,26.0,5.3,EnergyPlus Completed Successfully,8805559,0,0,2,34.22,4,2.179,2051.56,411.78,4982.19,922.3,187.53,705.43,66.48,0.15,1943.04,108.52,114.383
181,LHS-000181,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.45,1.6,0.19,0.27,3.39928881549157,24.0,6.66362,EnergyPlus Completed Successfully,7582072,0,0,2,10.75,4,2.179,2283.11,458.25,4982.19,1069.93,231.7,705.43,105.87,0.15,2174.27,108.83,127.292
182,LHS-000182,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.45,1.5,0.17,0.24,3.65,24.0,6.0,EnergyPlus Completed Successfully,7576793,13,0,2,55.48,4,2.179,2166.36,434.82,4982.19,977.44,210.12,705.43,103.22,0.15,2057.53,108.83,120.783
183,LHS-000183,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.94388738734588,0.3,1.5,0.15,0.2,4.4,25.0,4.6,EnergyPlus Completed Successfully,7791023,0,0,2,54.46,4,2.179,1960.91,393.58,4982.19,823.94,163.32,705.43,98.3,0.15,1852.26,108.65,109.328
184,LHS-000184,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.3,2.86184304,0.219,0.2409,3.65,25.0,6.0,EnergyPlus Completed Successfully,8048155,14,0,3,2.5,4,2.179,2217.68,445.12,4982.19,1032.76,209.96,705.43,99.56,0.15,2109.02,108.66,123.644
185,LHS-000185,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.37,1.5,0.13,0.17,4.15,25.0,4.0,EnergyPlus Completed Successfully,7545646,10,0,2,59.85,4,2.179,1932.51,387.88,4982.19,816.59,142.8,705.43,97.81,0.15,1823.88,108.63,107.744
186,LHS-000186,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.81888738734588,0.23,1.5,0.17,0.24,4.4,24.5,5.3,EnergyPlus Completed Successfully,7134603,16,0,3,18.5,4,2.179,1973.75,396.16,4982.19,809.08,186.87,705.43,102.36,0.15,1865.03,108.72,110.044
187,LHS-000187,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.56888738734588,0.23,1.5,0.13,0.17,4.4,24.0,6.66362,EnergyPlus Completed Successfully,7544394,12,0,2,32.01,4,2.179,2039.55,409.37,4982.19,823.69,234.08,705.43,106.18,0.15,1930.72,108.83,113.714
188,LHS-000188,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.19388738734588,0.45,2.86184304,0.219,0.2409,3.39928881549157,24.0,4.0,EnergyPlus Completed Successfully,7661991,10,0,3,15.88,4,2.179,2238.81,449.36,4982.19,1104.13,141.54,705.43,117.62,0.15,2129.97,108.84,124.822
189,LHS-000189,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.94388738734588,0.37,1.6,0.19,0.27,3.9,26.0,5.3,EnergyPlus Completed Successfully,8969716,0,0,3,26.62,4,2.179,2098.18,421.14,4982.19,962.77,186.5,705.43,73.65,0.15,1989.64,108.53,116.983
190,LHS-000190,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.45,2.86184304,0.219,0.2409,3.9,24.0,4.6,EnergyPlus Completed Successfully,7675791,15,0,2,34.04,4,2.179,2108.27,423.16,4982.19,956.0,162.62,705.43,114.11,0.15,1999.43,108.84,117.544
191,LHS-000191,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.31888738734588,0.45,1.6,0.19,0.27,4.4,25.5,4.6,EnergyPlus Completed Successfully,8636438,0,0,3,12.15,4,2.179,2032.82,408.02,4982.19,897.14,162.43,705.43,97.95,0.15,1924.22,108.6,113.339
192,LHS-000192,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.56888738734588,0.3,1.5,0.15,0.2,4.4,25.0,4.0,EnergyPlus Completed Successfully,7684958,0,0,2,45.72,4,2.179,1904.77,382.32,4982.19,788.68,142.14,705.43,98.62,0.15,1796.13,108.64,106.2
193,LHS-000193,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.19388738734588,0.37,1.5,0.17,0.24,4.4,25.5,4.0,EnergyPlus Completed Successfully,8444792,0,0,3,11.39,4,2.179,1945.34,390.46,4982.19,838.29,141.64,705.43,90.13,0.15,1836.75,108.59,108.461
194,LHS-000194,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.31888738734588,0.23,1.5,0.17,0.24,3.9,24.5,4.0,EnergyPlus Completed Successfully,7233723,9,0,3,18.18,4,2.179,2025.72,406.59,4982.19,904.76,141.64,705.43,103.91,0.15,1917.0,108.72,112.942
195,LHS-000195,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.37,2.86184304,0.219,0.2409,4.15,25.5,4.6,EnergyPlus Completed Successfully,8761968,1,0,3,59.1,4,2.179,2115.42,424.6,4982.19,974.54,162.62,705.43,102.95,0.15,2006.82,108.6,117.944
196,LHS-000196,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.23,1.5,0.17,0.24,3.9,26.0,6.0,EnergyPlus Completed Successfully,9060766,0,0,3,41.24,4,2.179,2180.16,437.59,4982.19,1013.96,210.12,705.43,80.8,0.15,2071.63,108.53,121.553
197,LHS-000197,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.56888738734588,0.3,1.6,0.19,0.27,3.39928881549157,25.0,5.3,EnergyPlus Completed Successfully,7976765,0,0,2,30.4,4,2.179,2260.97,453.81,4982.19,1099.51,186.5,705.43,99.57,0.15,2152.31,108.66,126.058
198,LHS-000198,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.81888738734588,0.3,1.5,0.13,0.17,4.4,26.0,4.6,EnergyPlus Completed Successfully,8940466,10,0,3,55.36,4,2.179,1980.97,397.61,4982.19,862.37,164.08,705.43,79.3,0.15,1872.45,108.52,110.447
199,LHS-000199,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.31888738734588,0.45,1.5,0.17,0.24,4.4,26.0,5.3,EnergyPlus Completed Successfully,8963594,10,0,3,59.14,4,2.179,1978.61,397.14,4982.19,844.2,186.87,705.43,72.29,0.15,1870.08,108.53,110.317
200,LHS-000200,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.81888738734588,0.3,2.86184304,0.219,0.2409,3.65,25.5,6.0,EnergyPlus Completed Successfully,8684302,0,0,3,25.42,4,2.179,2299.26,461.5,4982.19,1113.6,209.96,705.43,100.35,0.15,2190.66,108.61,128.194
201,LHS-000201,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.19388738734588,0.23,1.6,0.19,0.27,4.4,24.0,6.0,EnergyPlus Completed Successfully,7552192,0,0,2,40.1,4,2.179,2013.72,404.18,4982.19,821.97,209.7,705.43,106.46,0.15,1904.88,108.84,112.272
202,LHS-000202,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.81888738734588,0.45,1.5,0.17,0.24,3.9,26.0,6.0,EnergyPlus Completed Successfully,8907548,0,0,3,15.47,4,2.179,2112.59,424.03,4982.19,956.62,210.12,705.43,70.57,0.15,2004.06,108.53,117.786
203,LHS-000203,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.81888738734588,0.45,2.86184304,0.219,0.2409,4.15,24.5,4.0,EnergyPlus Completed Successfully,7427153,10,0,3,13.81,4,2.179,2016.83,404.81,4982.19,890.64,141.54,705.43,109.24,0.15,1908.1,108.73,112.447
204,LHS-000204,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.19388738734588,0.3,1.5,0.17,0.24,4.15,25.5,6.66362,EnergyPlus Completed Successfully,8316880,16,0,3,50.86,4,2.179,2074.18,416.32,4982.19,885.32,232.16,705.43,81.33,0.15,1965.58,108.59,115.644
205,LHS-000205,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.81888738734588,0.37,1.5,0.15,0.2,4.4,24.0,6.0,EnergyPlus Completed Successfully,7541753,11,0,3,25.45,4,2.179,2005.3,402.49,4982.19,814.29,210.87,705.43,104.56,0.15,1896.47,108.83,111.803
206,LHS-000206,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.19388738734588,0.3,1.5,0.15,0.2,4.4,24.5,4.6,EnergyPlus Completed Successfully,7170716,15,0,3,27.64,4,2.179,1955.44,392.49,4982.19,812.54,163.32,705.43,104.16,0.15,1846.73,108.72,109.025
207,LHS-000207,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.31888738734588,0.23,1.6,0.19,0.27,3.65,24.5,5.3,EnergyPlus Completed Successfully,7515352,0,0,2,53.08,4,2.179,2226.0,446.79,4982.19,1052.08,186.5,705.43,111.96,0.15,2117.27,108.73,124.108
208,LHS-000208,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.19388738734588,0.37,1.5,0.13,0.17,4.15,24.0,5.3,EnergyPlus Completed Successfully,7557714,14,0,3,27.31,4,2.179,2003.18,402.07,4982.19,838.91,188.4,705.43,100.31,0.15,1894.35,108.83,111.686
209,LHS-000209,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.3,1.5,0.13,0.17,3.39928881549157,24.5,6.66362,EnergyPlus Completed Successfully,7040879,0,0,2,49.44,4,2.179,2228.34,447.26,4982.19,1023.29,234.08,705.43,95.48,0.15,2119.63,108.71,124.239
210,LHS-000210,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.56888738734588,0.45,2.86184304,0.219,0.2409,4.15,26.0,6.66362,EnergyPlus Completed Successfully,9048493,10,0,4,7.59,4,2.179,2145.43,430.62,4982.19,958.4,231.98,705.43,79.73,0.15,2036.89,108.54,119.617
211,LHS-000211,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.31888738734588,0.45,1.5,0.15,0.2,3.9,24.5,6.66362,EnergyPlus Completed Successfully,7391637,0,0,2,49.54,4,2.179,2199.03,441.38,4982.19,981.1,232.99,705.43,109.45,0.15,2090.31,108.72,122.606
212,LHS-000212,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.81888738734588,0.45,1.5,0.13,0.17,3.9,26.0,6.66362,EnergyPlus Completed Successfully,8797710,0,0,3,50.24,4,2.179,2113.5,424.21,4982.19,936.87,234.08,705.43,67.25,0.15,2004.98,108.53,117.836
213,LHS-000213,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.94388738734588,0.23,1.5,0.15,0.2,4.15,26.0,4.6,EnergyPlus Completed Successfully,8817489,0,0,3,26.79,4,2.179,1971.61,395.73,4982.19,864.88,163.32,705.43,68.19,0.15,1863.09,108.52,109.925
214,LHS-000214,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.56888738734588,0.45,1.5,0.15,0.2,3.65,25.0,4.0,EnergyPlus Completed Successfully,7674640,12,0,3,40.59,4,2.179,2072.22,415.93,4982.19,956.54,142.14,705.43,98.22,0.15,1963.58,108.64,115.536
215,LHS-000215,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.3,1.5,0.15,0.2,3.9,24.0,6.66362,EnergyPlus Completed Successfully,7559392,14,0,3,26.68,4,2.179,2119.5,425.42,4982.19,909.5,232.99,705.43,101.41,0.15,2010.67,108.83,118.172
216,LHS-000216,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.45,1.5,0.17,0.24,3.39928881549157,26.0,6.66362,EnergyPlus Completed Successfully,8895033,11,0,4,0.31,4,2.179,2277.3,457.09,4982.19,1099.76,232.16,705.43,70.08,0.15,2168.77,108.53,126.969
217,LHS-000217,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.94388738734588,0.3,1.5,0.17,0.24,3.9,25.5,5.3,EnergyPlus Completed Successfully,8374862,0,0,3,52.44,4,2.179,2067.11,414.9,4982.19,923.6,186.87,705.43,81.33,0.15,1958.52,108.59,115.25
218,LHS-000218,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.3,1.5,0.13,0.17,4.15,24.0,6.66362,EnergyPlus Completed Successfully,7563713,15,0,3,22.83,4,2.179,2053.42,412.15,4982.19,844.4,234.08,705.43,99.34,0.15,1944.59,108.83,114.486
219,LHS-000219,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.81888738734588,0.37,2.86184304,0.219,0.2409,3.9,25.0,4.6,EnergyPlus Completed Successfully,7956973,0,0,3,5.84,4,2.179,2095.64,420.63,4982.19,956.31,162.62,705.43,101.35,0.15,1986.98,108.66,116.842
220,LHS-000220,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.56888738734588,0.3,1.5,0.13,0.17,3.65,26.0,6.0,EnergyPlus Completed Successfully,8837226,14,0,3,58.08,4,2.179,2155.13,432.57,4982.19,999.97,211.85,705.43,68.02,0.15,2046.6,108.52,120.158
221,LHS-000221,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.94388738734588,0.37,1.6,0.19,0.27,3.9,24.5,6.0,EnergyPlus Completed Successfully,7373992,0,0,2,48.22,4,2.179,2146.05,430.74,4982.19,954.18,209.7,705.43,106.69,0.15,2037.32,108.73,119.65
222,LHS-000222,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.81888738734588,0.37,1.5,0.13,0.17,4.15,24.5,6.0,EnergyPlus Completed Successfully,7025402,0,0,3,0.36,4,2.179,2013.82,404.2,4982.19,830.97,211.85,705.43,95.53,0.15,1905.11,108.71,112.278
223,LHS-000223,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.23,1.5,0.13,0.17,3.65,25.5,6.66362,EnergyPlus Completed Successfully,8362121,0,0,3,34.75,4,2.179,2249.85,451.58,4982.19,1051.63,234.08,705.43,88.76,0.15,2141.26,108.6,125.439
224,LHS-000224,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.94388738734588,0.37,2.86184304,0.219,0.2409,3.65,24.5,4.0,EnergyPlus Completed Successfully,7525672,0,0,3,23.73,4,2.179,2151.83,431.9,4982.19,1024.49,141.54,705.43,110.39,0.15,2043.1,108.73,119.972
225,LHS-000225,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.56888738734588,0.45,2.86184304,0.219,0.2409,4.15,25.0,4.0,EnergyPlus Completed Successfully,8088026,0,0,3,22.06,4,2.179,2033.3,408.11,4982.19,912.38,141.54,705.43,104.05,0.15,1924.64,108.66,113.364
226,LHS-000226,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.37,1.5,0.15,0.2,4.4,24.5,5.3,EnergyPlus Completed Successfully,7319632,13,0,3,31.08,4,2.179,2027.16,406.88,4982.19,855.07,187.53,705.43,109.11,0.15,1918.44,108.72,113.022
227,LHS-000227,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.81888738734588,0.23,1.5,0.17,0.24,4.4,25.5,5.3,EnergyPlus Completed Successfully,8314967,0,0,3,26.65,4,2.179,1976.99,396.81,4982.19,830.64,186.87,705.43,84.17,0.15,1868.4,108.59,110.225
228,LHS-000228,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.19388738734588,0.3,1.5,0.17,0.24,4.4,26.0,4.0,EnergyPlus Completed Successfully,8961153,10,0,3,52.25,4,2.179,1979.52,397.32,4982.19,879.44,141.64,705.43,83.23,0.15,1871.0,108.52,110.367
229,LHS-000229,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.94388738734588,0.37,1.6,0.19,0.27,3.65,26.0,5.3,EnergyPlus Completed Successfully,8969716,0,0,3,30.37,4,2.179,2164.12,434.37,4982.19,1028.71,186.5,705.43,73.65,0.15,2055.58,108.53,120.658
230,LHS-000230,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.19388738734588,0.45,2.86184304,0.219,0.2409,3.9,26.0,5.3,EnergyPlus Completed Successfully,9121016,0,0,3,19.45,4,2.179,2146.49,430.83,4982.19,1004.37,186.72,705.43,80.13,0.15,2037.95,108.54,119.675
231,LHS-000231,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.31888738734588,0.45,1.5,0.15,0.2,4.4,26.0,5.3,EnergyPlus Completed Successfully,8870003,0,0,3,36.89,4,2.179,1966.07,394.62,4982.19,832.43,187.53,705.43,70.86,0.15,1857.55,108.53,109.617
232,LHS-000232,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.3,1.5,0.15,0.2,3.9,24.0,6.66362,EnergyPlus Completed Successfully,7559392,14,0,3,19.74,4,2.179,2119.5,425.42,4982.19,909.5,232.99,705.43,101.41,0.15,2010.67,108.83,118.172
233,LHS-000233,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.56888738734588,0.23,1.5,0.17,0.24,3.39928881549157,24.0,4.6,EnergyPlus Completed Successfully,7563235,13,0,3,16.06,4,2.179,2192.4,440.05,4982.19,1048.09,162.74,705.43,106.02,0.15,2083.56,108.84,122.236
234,LHS-000234,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.81888738734588,0.37,1.5,0.13,0.17,3.65,25.0,6.0,EnergyPlus Completed Successfully,7696229,12,0,3,29.41,4,2.179,2131.31,427.79,4982.19,952.73,211.85,705.43,91.35,0.15,2022.68,108.63,118.831
235,LHS-000235,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.56888738734588,0.37,1.6,0.19,0.27,4.4,26.0,4.0,EnergyPlus Completed Successfully,8981906,0,0,3,10.4,4,2.179,1956.63,392.73,4982.19,861.03,141.37,705.43,79.03,0.15,1848.11,108.53,109.092
236,LHS-000236,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.37,1.6,0.19,0.27,3.39928881549157,24.0,6.66362,EnergyPlus Completed Successfully,7716591,10,0,3,14.09,4,2.179,2381.21,477.94,4982.19,1152.51,231.7,705.43,121.39,0.15,2272.37,108.84,132.761
237,LHS-000237,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.37,1.6,0.19,0.27,4.15,25.5,4.6,EnergyPlus Completed Successfully,8646694,10,0,3,23.81,4,2.179,2083.4,418.17,4982.19,947.67,162.43,705.43,98.01,0.15,1974.81,108.6,116.158
238,LHS-000238,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.19388738734588,0.45,1.5,0.13,0.17,3.65,25.5,4.6,EnergyPlus Completed Successfully,8270383,0,0,3,1.88,4,2.179,2091.82,419.86,4982.19,971.06,164.08,705.43,81.4,0.15,1983.23,108.58,116.628
239,LHS-000239,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.56888738734588,0.23,2.86184304,0.219,0.2409,3.65,24.5,6.66362,EnergyPlus Completed Successfully,7422232,13,0,3,3.76,4,2.179,2243.86,450.38,4982.19,1028.42,231.98,705.43,107.95,0.15,2135.13,108.73,125.106
240,LHS-000240,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.19388738734588,0.3,1.6,0.19,0.27,4.15,24.0,5.3,EnergyPlus Completed Successfully,7606551,14,0,3,0.66,4,2.179,2067.74,415.03,4982.19,893.13,186.5,705.43,112.54,0.15,1958.9,108.84,115.286
241,LHS-000241,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.81888738734588,0.37,1.5,0.15,0.2,3.65,24.5,4.0,EnergyPlus Completed Successfully,7126805,0,0,2,36.86,4,2.179,2077.17,416.92,4982.19,956.85,142.14,705.43,102.78,0.15,1968.46,108.72,115.811
242,LHS-000242,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,5.56888738734588,0.3,1.5,0.17,0.24,4.4,24.0,5.3,EnergyPlus Completed Successfully,7556396,13,0,2,53.93,4,2.179,1967.81,394.97,4982.19,802.64,186.87,705.43,102.75,0.15,1858.98,108.83,109.714
243,LHS-000243,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.37,1.6,0.19,0.27,4.4,25.0,6.66362,EnergyPlus Completed Successfully,8182193,15,0,2,51.84,4,2.179,2103.3,422.16,4982.19,892.4,231.7,705.43,103.77,0.15,1994.64,108.67,117.267
244,LHS-000244,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.81888738734588,0.23,1.5,0.17,0.24,4.4,25.0,4.6,EnergyPlus Completed Successfully,7836754,10,0,2,8.72,4,2.179,1968.13,395.03,4982.19,830.5,162.74,705.43,99.52,0.15,1859.48,108.65,109.731
245,LHS-000245,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.3,1.5,0.17,0.24,3.9,24.5,6.66362,EnergyPlus Completed Successfully,7136995,0,0,2,1.42,4,2.179,2120.0,425.52,4982.19,913.15,232.16,705.43,99.21,0.15,2011.29,108.71,118.2
246,LHS-000246,4_HCM_ACCESS-CM2_SSP585_2050.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.19388738734588,0.3,1.5,0.17,0.24,3.9,25.5,6.66362,EnergyPlus Completed Successfully,8398468,0,0,1,55.18,4,2.179,2164.38,434.42,4982.19,971.33,232.16,705.43,85.52,0.15,2055.78,108.6,120.672
