#,Job_ID,WeatherFile,ModelFile,@@P1_Wall_R@@,@@P2_Roof_R@@,@@P3_Roof_Abs@@,@@P4_U@@,@@P4_SHGC@@,@@P4_VT@@,@@P5_COP@@,@@P6_ClgSetp@@,@@P7_LPD@@,Message,Warnings,Errors,Hours,Minutes,Seconds,Scenario,Climate_DeltaT,Total_Site_Energy_GJ,EUI_MJ_m2,Building_Area_m2,Cooling_Elec_GJ,IntLighting_Elec_GJ,IntEquip_Elec_GJ,Fans_Elec_GJ,Pumps_Elec_GJ,Electricity_EndUse_GJ,NaturalGas_EndUse_GJ,EUI_kWh_m2
0,LHS-000000,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.193887387,0.37,2.86184304,0.219,0.2409,3.65,26.0,6.66362,EnergyPlus Completed Successfully,8855629,0,0,1,45.3,1_Baseline,0.0,2033.49,408.15,4982.19,853.61,231.98,705.43,72.61,0.15,1924.97,108.53,113.375
1,LHS-000001,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.318887387,0.23,1.5,0.13,0.17,3.9,24.0,4.6,EnergyPlus Completed Successfully,7045193,0,0,1,18.6,1_Baseline,0.0,1852.29,371.78,4982.19,720.16,164.08,705.43,92.52,0.15,1743.46,108.83,103.272
2,LHS-000002,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.318887387,0.23,1.5,0.17,0.24,3.399288815,25.0,4.6,EnergyPlus Completed Successfully,7175877,17,0,1,51.05,1_Baseline,0.0,1945.23,390.44,4982.19,823.0,162.74,705.43,84.15,0.15,1836.6,108.63,108.456
3,LHS-000003,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.37,1.5,0.13,0.17,4.15,26.0,6.66362,EnergyPlus Completed Successfully,8386558,15,0,1,49.93,1_Baseline,0.0,1856.28,372.58,4982.19,685.38,234.08,705.43,61.53,0.15,1747.76,108.52,103.494
4,LHS-000004,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.568887387,0.45,1.5,0.17,0.24,3.65,24.5,6.66362,EnergyPlus Completed Successfully,6682436,0,0,1,29.42,1_Baseline,0.0,2005.29,402.49,4982.19,803.54,232.16,705.43,94.12,0.15,1896.59,108.71,111.803
5,LHS-000005,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.943887387,0.23,2.86184304,0.219,0.2409,3.399288815,24.0,6.0,EnergyPlus Completed Successfully,7156311,13,0,1,37.54,1_Baseline,0.0,2078.68,417.22,4982.19,889.93,209.96,705.43,103.21,0.15,1969.85,108.83,115.894
6,LHS-000006,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.318887387,0.3,1.5,0.17,0.24,3.399288815,25.0,6.66362,EnergyPlus Completed Successfully,7336434,15,0,1,49.06,1_Baseline,0.0,2047.37,410.94,4982.19,853.85,232.16,705.43,85.95,0.15,1938.74,108.63,114.15
7,LHS-000007,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.943887387,0.37,1.6,0.19,0.27,3.65,25.0,6.0,EnergyPlus Completed Successfully,7405672,16,0,1,43.98,1_Baseline,0.0,1994.22,400.27,4982.19,819.46,209.7,705.43,89.67,0.15,1885.59,108.64,111.186
8,LHS-000008,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.193887387,0.23,1.5,0.15,0.2,3.65,25.0,4.0,EnergyPlus Completed Successfully,7399434,0,0,1,35.0,1_Baseline,0.0,1910.51,383.47,4982.19,804.47,142.14,705.43,88.59,0.15,1801.88,108.63,106.519
9,LHS-000009,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.3,1.6,0.19,0.27,3.65,24.5,4.0,EnergyPlus Completed Successfully,6780592,0,0,1,33.71,1_Baseline,0.0,1911.13,383.59,4982.19,798.23,141.37,705.43,96.14,0.15,1802.42,108.71,106.553
10,LHS-000010,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,5.568887387,0.3,2.86184304,0.219,0.2409,4.15,24.0,4.0,EnergyPlus Completed Successfully,7152591,11,0,1,49.03,1_Baseline,0.0,1830.77,367.46,4982.19,711.78,141.54,705.43,101.94,0.15,1721.94,108.84,102.072
11,LHS-000011,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.568887387,0.23,2.86184304,0.219,0.2409,4.15,24.0,6.66362,EnergyPlus Completed Successfully,7143951,12,0,1,42.04,1_Baseline,0.0,1944.51,390.29,4982.19,733.44,231.98,705.43,103.48,0.15,1835.68,108.83,108.414
12,LHS-000012,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.943887387,0.3,1.6,0.19,0.27,3.399288815,25.0,6.0,EnergyPlus Completed Successfully,7401482,0,0,1,40.22,1_Baseline,0.0,2030.64,407.58,4982.19,858.26,209.7,705.43,87.29,0.15,1922.01,108.63,113.217
13,LHS-000013,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.318887387,0.45,1.5,0.15,0.2,3.9,26.0,6.0,EnergyPlus Completed Successfully,8506076,0,0,1,38.34,1_Baseline,0.0,1886.74,378.7,4982.19,736.81,210.87,705.43,63.8,0.15,1778.23,108.51,105.194
14,LHS-000014,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.943887387,0.3,2.86184304,0.219,0.2409,4.4,25.0,4.0,EnergyPlus Completed Successfully,7610509,7,0,1,52.35,1_Baseline,0.0,1815.78,364.45,4982.19,704.67,141.54,705.43,94.25,0.15,1707.14,108.64,101.236
15,LHS-000015,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.318887387,0.37,1.5,0.13,0.17,4.4,25.5,6.0,EnergyPlus Completed Successfully,7851612,0,0,1,45.88,1_Baseline,0.0,1816.52,364.6,4982.19,655.19,211.85,705.43,74.14,0.15,1707.94,108.58,101.278
16,LHS-000016,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.37,1.5,0.17,0.24,3.65,24.5,4.0,EnergyPlus Completed Successfully,6726113,15,0,1,45.25,1_Baseline,0.0,1902.36,381.83,4982.19,790.77,141.64,705.43,94.55,0.15,1793.65,108.71,106.064
17,LHS-000017,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.568887387,0.45,1.6,0.19,0.27,3.9,25.5,6.66362,EnergyPlus Completed Successfully,7944720,13,0,1,58.45,1_Baseline,0.0,1953.21,392.04,4982.19,767.99,231.7,705.43,78.15,0.15,1844.62,108.59,108.9
18,LHS-000018,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.568887387,0.23,1.5,0.17,0.24,4.4,26.0,4.6,EnergyPlus Completed Successfully,8474046,0,0,1,51.48,1_Baseline,0.0,1751.56,351.56,4982.19,649.85,162.74,705.43,63.75,0.15,1643.04,108.52,97.656
19,LHS-000019,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.45,1.6,0.19,0.27,4.15,26.0,5.3,EnergyPlus Completed Successfully,8629207,9,0,1,54.0,1_Baseline,0.0,1855.74,372.47,4982.19,724.92,186.5,705.43,69.07,0.15,1747.22,108.52,103.464
20,LHS-000020,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.318887387,0.45,1.6,0.19,0.27,3.9,25.5,4.0,EnergyPlus Completed Successfully,8025258,17,0,1,52.23,1_Baseline,0.0,1830.3,367.37,4982.19,737.62,141.37,705.43,76.05,0.15,1721.72,108.58,102.047
21,LHS-000021,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.3,1.5,0.17,0.24,4.15,26.0,5.3,EnergyPlus Completed Successfully,8496957,12,0,2,1.73,1_Baseline,0.0,1817.53,364.81,4982.19,692.0,186.87,705.43,63.43,0.15,1709.02,108.52,101.336
22,LHS-000022,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.568887387,0.3,1.5,0.15,0.2,3.9,24.5,6.66362,EnergyPlus Completed Successfully,6753232,10,0,1,44.14,1_Baseline,0.0,1982.54,397.93,4982.19,776.05,232.99,705.43,98.02,0.15,1873.83,108.71,110.536
23,LHS-000023,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.318887387,0.23,2.86184304,0.219,0.2409,4.4,24.5,6.0,EnergyPlus Completed Successfully,6826072,14,0,1,41.59,1_Baseline,0.0,1856.25,372.58,4982.19,674.25,209.96,705.43,96.58,0.15,1747.53,108.71,103.494
24,LHS-000024,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.3,1.6,0.19,0.27,3.399288815,25.0,5.3,EnergyPlus Completed Successfully,7366672,0,0,1,47.35,1_Baseline,0.0,2020.49,405.54,4982.19,869.48,186.5,705.43,89.14,0.15,1911.85,108.64,112.65
25,LHS-000025,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.3,1.6,0.19,0.27,3.399288815,24.5,4.6,EnergyPlus Completed Successfully,6785872,16,0,1,45.24,1_Baseline,0.0,1996.72,400.77,4982.19,862.46,162.43,705.43,96.42,0.15,1888.01,108.71,111.325
26,LHS-000026,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.318887387,0.23,1.6,0.19,0.27,3.399288815,24.0,4.0,EnergyPlus Completed Successfully,7144074,0,0,1,35.7,1_Baseline,0.0,1960.61,393.52,4982.19,846.48,141.37,705.43,97.25,0.15,1851.78,108.83,109.311
27,LHS-000027,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.943887387,0.23,1.5,0.13,0.17,4.4,25.5,6.0,EnergyPlus Completed Successfully,7842718,0,0,2,1.09,1_Baseline,0.0,1810.16,363.33,4982.19,649.49,211.85,705.43,73.49,0.15,1701.59,108.58,100.925
28,LHS-000028,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.318887387,0.3,1.5,0.15,0.2,4.4,26.0,6.0,EnergyPlus Completed Successfully,8482799,13,0,1,47.51,1_Baseline,0.0,1800.54,361.4,4982.19,651.19,210.87,705.43,63.23,0.15,1692.03,108.51,100.389
29,LHS-000029,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.318887387,0.37,1.6,0.19,0.27,3.399288815,24.0,6.0,EnergyPlus Completed Successfully,7208630,6,0,1,44.27,1_Baseline,0.0,2118.89,425.29,4982.19,924.85,209.7,705.43,108.76,0.15,2010.06,108.83,118.136
30,LHS-000030,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.943887387,0.3,2.86184304,0.219,0.2409,4.15,24.0,4.6,EnergyPlus Completed Successfully,7189311,15,0,1,40.16,1_Baseline,0.0,1869.72,375.28,4982.19,726.97,162.62,705.43,104.58,0.15,1760.88,108.84,104.244
31,LHS-000031,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.318887387,0.45,1.5,0.15,0.2,3.399288815,25.5,4.6,EnergyPlus Completed Successfully,7878494,10,0,1,47.6,1_Baseline,0.0,1932.84,387.95,4982.19,822.13,163.32,705.43,72.12,0.15,1824.27,108.57,107.764
32,LHS-000032,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.818887387,0.3,1.5,0.13,0.17,3.65,25.0,5.3,EnergyPlus Completed Successfully,7167006,17,0,1,41.6,1_Baseline,0.0,1924.33,386.24,4982.19,776.34,188.4,705.43,84.23,0.15,1815.7,108.63,107.289
33,LHS-000033,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.943887387,0.37,1.5,0.13,0.17,3.65,26.0,4.6,EnergyPlus Completed Successfully,8473923,17,0,1,53.91,1_Baseline,0.0,1911.76,383.72,4982.19,805.09,164.08,705.43,67.38,0.15,1803.25,108.51,106.589
34,LHS-000034,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.193887387,0.23,1.5,0.13,0.17,3.399288815,25.5,4.6,EnergyPlus Completed Successfully,7778158,14,0,1,50.08,1_Baseline,0.0,1905.03,382.37,4982.19,796.2,164.08,705.43,69.49,0.15,1796.46,108.57,106.214
35,LHS-000035,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.943887387,0.3,2.86184304,0.219,0.2409,3.9,25.5,6.0,EnergyPlus Completed Successfully,8068074,13,0,1,55.29,1_Baseline,0.0,1942.42,389.87,4982.19,775.89,209.96,705.43,81.25,0.15,1833.84,108.58,108.297
36,LHS-000036,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.37,1.6,0.19,0.27,3.399288815,26.0,6.66362,EnergyPlus Completed Successfully,8673962,14,0,1,57.22,1_Baseline,0.0,2073.9,416.26,4982.19,897.09,231.7,705.43,69.82,0.15,1965.38,108.52,115.628
37,LHS-000037,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.818887387,0.37,2.86184304,0.219,0.2409,3.65,25.0,4.0,EnergyPlus Completed Successfully,7587349,14,0,1,52.73,1_Baseline,0.0,1961.27,393.66,4982.19,850.01,141.54,705.43,94.4,0.15,1852.62,108.64,109.35
38,LHS-000038,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.45,1.5,0.15,0.2,3.65,24.5,5.3,EnergyPlus Completed Successfully,6671752,13,0,1,41.71,1_Baseline,0.0,1952.13,391.82,4982.19,795.43,187.53,705.43,93.74,0.15,1843.43,108.71,108.839
39,LHS-000039,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.37,2.86184304,0.219,0.2409,4.15,25.5,6.0,EnergyPlus Completed Successfully,8058116,12,0,1,58.6,1_Baseline,0.0,1907.91,382.95,4982.19,739.48,209.96,705.43,83.13,0.15,1799.32,108.59,106.375
40,LHS-000040,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.943887387,0.37,2.86184304,0.219,0.2409,3.9,25.5,6.66362,EnergyPlus Completed Successfully,7971597,14,0,1,54.55,1_Baseline,0.0,1964.78,394.36,4982.19,776.71,231.98,705.43,80.74,0.15,1856.2,108.59,109.544
41,LHS-000041,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.943887387,0.45,1.5,0.15,0.2,3.65,25.0,6.66362,EnergyPlus Completed Successfully,7337875,0,0,1,45.68,1_Baseline,0.0,1990.99,399.62,4982.19,796.83,232.99,705.43,85.77,0.15,1882.36,108.63,111.006
42,LHS-000042,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.943887387,0.23,1.5,0.15,0.2,4.4,25.5,6.0,EnergyPlus Completed Successfully,7878121,0,0,1,43.41,1_Baseline,0.0,1821.79,365.66,4982.19,660.18,210.87,705.43,75.41,0.15,1713.21,108.58,101.572
43,LHS-000043,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.37,1.5,0.13,0.17,4.4,24.0,4.0,EnergyPlus Completed Successfully,7068234,17,0,1,40.79,1_Baseline,0.0,1738.2,348.88,4982.19,628.6,142.8,705.43,91.29,0.15,1629.37,108.83,96.911
44,LHS-000044,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.193887387,0.45,1.5,0.13,0.17,3.9,25.5,6.0,EnergyPlus Completed Successfully,7756923,16,0,1,53.31,1_Baseline,0.0,1878.12,376.97,4982.19,719.66,211.85,705.43,71.28,0.15,1769.55,108.57,104.714
45,LHS-000045,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.568887387,0.23,1.5,0.13,0.17,4.15,25.0,6.66362,EnergyPlus Completed Successfully,7412033,12,0,1,50.81,1_Baseline,0.0,1917.43,384.86,4982.19,719.73,234.08,705.43,88.2,0.15,1808.79,108.63,106.906
46,LHS-000046,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.818887387,0.45,1.5,0.17,0.24,3.65,24.5,4.0,EnergyPlus Completed Successfully,6677395,17,0,1,44.11,1_Baseline,0.0,1876.26,376.59,4982.19,768.18,141.64,705.43,91.04,0.15,1767.55,108.71,104.608
47,LHS-000047,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.193887387,0.45,2.86184304,0.219,0.2409,3.9,25.5,4.6,EnergyPlus Completed Successfully,8029451,0,0,1,42.38,1_Baseline,0.0,1887.86,378.92,4982.19,768.62,162.62,705.43,81.33,0.15,1779.28,108.58,105.256
48,LHS-000048,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.568887387,0.45,1.5,0.13,0.17,3.9,24.5,5.3,EnergyPlus Completed Successfully,6632273,0,0,1,28.83,1_Baseline,0.0,1867.77,374.89,4982.19,715.44,188.4,705.43,88.5,0.15,1759.06,108.7,104.136
49,LHS-000049,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.193887387,0.37,2.86184304,0.219,0.2409,3.399288815,24.5,4.0,EnergyPlus Completed Successfully,6835672,14,0,1,43.64,1_Baseline,0.0,1985.03,398.43,4982.19,870.59,141.54,705.43,97.52,0.15,1876.32,108.71,110.675
50,LHS-000050,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.318887387,0.23,1.5,0.13,0.17,4.15,26.0,6.0,EnergyPlus Completed Successfully,8456519,13,0,1,59.49,1_Baseline,0.0,1843.72,370.06,4982.19,692.95,211.85,705.43,63.65,0.15,1735.2,108.52,102.794
51,LHS-000051,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.943887387,0.23,1.6,0.19,0.27,3.9,25.0,5.3,EnergyPlus Completed Successfully,7385520,0,0,1,51.57,1_Baseline,0.0,1907.69,382.9,4982.19,756.92,186.5,705.43,88.9,0.15,1799.05,108.64,106.361
52,LHS-000052,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.818887387,0.37,1.6,0.19,0.27,4.15,25.0,4.0,EnergyPlus Completed Successfully,7471075,14,0,1,50.99,1_Baseline,0.0,1837.61,368.84,4982.19,728.95,141.37,705.43,91.97,0.15,1728.97,108.64,102.456
53,LHS-000053,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.193887387,0.3,1.5,0.13,0.17,4.15,24.5,4.0,EnergyPlus Completed Successfully,6624718,0,0,1,29.69,1_Baseline,0.0,1770.24,355.31,4982.19,663.1,142.8,705.43,88.96,0.15,1661.54,108.71,98.697
54,LHS-000054,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.318887387,0.37,1.5,0.17,0.24,3.399288815,26.0,4.6,EnergyPlus Completed Successfully,8667015,15,0,2,3.7,1_Baseline,0.0,2000.11,401.45,4982.19,891.46,162.74,705.43,70.68,0.15,1891.59,108.52,111.514
55,LHS-000055,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.943887387,0.45,1.5,0.15,0.2,3.9,25.5,5.3,EnergyPlus Completed Successfully,7919280,13,0,1,56.72,1_Baseline,0.0,1885.57,378.46,4982.19,746.77,187.53,705.43,75.97,0.15,1776.99,108.57,105.128
56,LHS-000056,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.818887387,0.23,2.86184304,0.219,0.2409,4.15,26.0,4.0,EnergyPlus Completed Successfully,8722919,14,0,1,53.21,1_Baseline,0.0,1789.99,359.28,4982.19,705.75,141.54,705.43,67.51,0.15,1681.47,108.52,99.8
57,LHS-000057,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.318887387,0.45,2.86184304,0.219,0.2409,3.399288815,25.0,5.3,EnergyPlus Completed Successfully,7571028,10,0,1,53.47,1_Baseline,0.0,2053.96,412.26,4982.19,899.66,186.72,705.43,92.21,0.15,1945.32,108.64,114.517
58,LHS-000058,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.568887387,0.23,1.5,0.15,0.2,4.15,24.0,5.3,EnergyPlus Completed Successfully,7071231,12,0,1,49.49,1_Baseline,0.0,1863.14,373.96,4982.19,702.23,187.53,705.43,97.82,0.15,1754.31,108.83,103.878
59,LHS-000059,1_VNM_SVN_Ho.Chi.Minh-Tan.Son.Nhat.Intl.AP.489000_TMYx.2011-2025.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,5.568887387,0.37,1.5,0.15,0.2,3.65,24.0,6.0,EnergyPlus Completed Successfully,7112152,13,0,1,35.43,1_Baseline,0.0,1962.77,393.96,4982.19,783.14,210.87,705.43,93.19,0.15,1853.94,108.83,109.433
